,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
1409,Hazard,78,LM,,700,3,3,H \ M,77,74,77,82,33,63,"174cm | 5'8""",0,406,-,85,81,28,75,76,81,73
1410,Bangoura,78,RM,,700,4,2,M \ L,92,68,68,84,26,66,"175cm | 5'8""",0,404,-,94,81,20,77,91,70,68
1411,Batshuayi,78,ST,,1.2K,3,4,M \ L,82,78,58,79,27,71,"185cm | 6'0""",0,395,-,84,73,16,84,84,63,79
1412,Bernard,78,CAM,,750,4,4,H \ M,87,71,75,83,38,44,"164cm | 5'4""",0,398,-,92,96,39,76,83,77,74
1413,Willems,78,LB,,800,4,4,H \ M,83,62,76,79,75,78,"169cm | 5'6""",0,453,-,78,86,76,73,84,78,54
1414,Cheryshev,78,LM,,750,3,3,H \ L,83,72,77,78,56,73,"178cm | 5'10""",0,439,-,80,70,59,72,83,81,74
1415,Kovacic,78,CM,,1.2K,4,4,M \ M,81,66,81,85,48,64,"181cm | 5'11""",0,425,-,80,75,41,68,78,86,58
1416,Çalhanoglu,78,CAM,,750,4,5,M \ M,74,78,81,78,41,57,"178cm | 5'10""",0,409,-,76,76,32,75,73,81,71
1417,Mané,78,CF,,1.4K,4,3,H \ M,91,73,70,81,35,64,"175cm | 5'8""",0,414,-,88,85,33,77,91,69,76
1418,Ghilas,78,ST,,800,3,4,H \ M,77,76,68,77,36,82,"183cm | 6'0""",0,416,-,76,69,29,79,81,70,78
1419,Baba,78,LB,,1.3K,3,3,H \ M,86,50,67,76,75,74,"179cm | 5'10""",0,428,-,78,74,73,56,86,55,48
1420,Schär,78,CB,,800,2,4,H \ H,78,69,72,65,77,81,"186cm | 6'1""",0,442,-,67,61,72,61,79,70,66
1421,Dybala,78,ST,,1.9K,4,2,M \ L,87,80,74,87,24,56,"177cm | 5'9""",1,408,-,91,85,15,85,85,78,84
1422,Rugani,78,CB,,700,2,3,L \ M,66,40,50,58,82,75,"188cm | 6'2""",0,371,-,65,55,83,33,69,50,34
1423,Boufal,78,CAM,,1.2K,5,4,H \ L,86,70,74,85,36,49,"170cm | 5'6""",0,400,-,91,89,44,76,86,78,71
1424,Süle,78,CB,,900,2,3,M \ M,58,39,48,43,81,79,"195cm | 6'4""",0,348,-,33,33,79,26,64,30,20
1425,Pardo,78,RW,,700,3,4,M \ L,86,76,69,79,26,78,"178cm | 5'10""",0,414,-,77,70,17,79,84,66,76
1426,Rafa,78,LM,,800,4,4,H \ M,92,66,72,83,34,46,"170cm | 5'6""",0,393,-,90,85,23,74,93,76,65
1427,Slimani,78,ST,,700,2,3,H \ H,72,76,60,69,38,86,"188cm | 6'2""",0,401,-,65,57,25,86,75,70,76
1428,Cana,78,CB,,800,2,3,M \ H,58,49,60,56,77,82,"186cm | 6'1""",1,382,-,58,50,74,61,55,50,22
1429,Basanta,78,CB,,800,2,3,H \ M,64,51,54,57,82,73,"188cm | 6'2""",0,381,-,58,42,83,49,64,39,41
1430,Mounier,78,LW,,800,3,2,M \ M,85,72,78,78,38,69,"174cm | 5'8""",0,420,-,80,78,39,75,86,75,73
1431,Djilobodji,78,CB,,800,2,2,M \ M,72,48,54,52,78,81,"193cm | 6'3""",0,385,-,48,48,75,38,73,50,32
1432,Ibarbo,78,RW,,1.3K,4,3,H \ M,92,71,69,82,37,78,"188cm | 6'2""",0,429,-,79,59,25,76,95,72,67
1433,Fred,78,ST,,800,3,4,M \ L,52,80,68,75,28,68,"185cm | 6'0""",0,371,-,66,55,16,79,52,68,82
1434,Pratto,78,ST,,800,3,3,M \ M,75,79,68,76,42,80,"188cm | 6'2""",0,420,-,68,61,37,79,76,73,79
1435,Walter,78,ST,,950,3,4,M \ L,62,83,70,73,35,80,"178cm | 5'10""",0,403,-,52,56,24,79,64,74,83
1436,Walter,78,ST,,750,3,4,M \ L,62,83,70,73,35,80,"178cm | 5'10""",0,403,-,52,56,24,79,64,74,83
1437,Boateng,78,CM,,1.2K,4,4,H \ M,76,77,77,80,69,81,"186cm | 6'1""",0,460,-,77,68,61,77,77,77,74
1438,Osvaldo,78,ST,,1.4K,3,3,H \ M,71,78,64,80,28,75,"182cm | 5'11""",0,396,-,84,75,19,82,69,72,80
1439,N'Doye,78,ST,,800,3,3,H \ M,78,78,61,74,19,81,"186cm | 6'1""",0,391,-,74,56,11,82,78,67,79
1440,Amrabat,78,ST,,800,4,2,M \ L,88,77,73,84,38,74,"178cm | 5'10""",0,434,-,90,75,29,77,87,64,76
1441,Djilobodji,78,CB,,950,2,2,M \ M,72,48,54,52,78,81,"193cm | 6'3""",0,385,-,48,48,75,38,73,50,32
1442,Ibarbo,78,RW,,1.1K,4,3,H \ M,92,71,69,82,37,78,"188cm | 6'2""",0,429,-,79,59,25,76,95,72,67
1443,Ranocchia,78,CB,,800,2,3,M \ M,53,32,58,63,80,76,"195cm | 6'4""",0,362,-,48,33,79,34,54,59,22
1444,Siqueira,78,LB,,800,3,3,H \ M,79,66,75,80,74,77,"183cm | 6'0""",0,451,-,76,54,72,69,79,62,60
1445,Fazio,78,CB,,950,2,2,M \ M,32,42,55,53,80,81,"195cm | 6'4""",0,343,-,35,33,77,32,32,47,43
1446,Schmelzer,78,LB,,800,2,2,H \ H,78,51,70,70,79,78,"180cm | 5'10""",0,426,-,63,66,79,54,81,52,37
1447,Johnson,78,LM,,700,3,5,M \ M,87,66,75,78,70,71,"183cm | 6'0""",0,447,-,76,75,70,94,89,73,52
1448,Layún,78,LB,,800,3,5,H \ H,85,73,76,78,73,74,"179cm | 5'10""",0,459,-,82,84,70,68,84,70,68
1449,Braithwaite,78,ST,,800,4,4,H \ L,89,79,73,81,34,77,"180cm | 5'10""",0,433,-,91,82,32,77,89,75,81
1450,Kalinic,78,ST,,700,3,4,M \ L,74,77,64,73,35,75,"186cm | 6'1""",0,398,-,68,52,14,81,79,65,79
1451,Uche,78,ST,,800,4,3,M \ M,85,80,59,81,31,74,"175cm | 5'8""",0,410,-,92,70,26,77,85,59,83
1452,Bangoura,78,RM,,950,4,2,M \ L,92,68,68,84,26,66,"175cm | 5'8""",0,404,-,94,81,20,77,91,70,68
1453,Cheryshev,78,LM,,800,3,3,H \ L,83,72,77,78,56,73,"178cm | 5'10""",0,439,-,80,70,59,72,83,81,74
1454,Gomis,78,ST,,800,2,3,H \ L,69,81,65,70,41,74,"184cm | 6'0""",0,400,-,59,58,39,79,70,70,81
1455,Hutchinson,78,CDM,,900,3,4,M \ H,73,65,75,74,78,79,"187cm | 6'1""",0,444,-,61,62,73,64,77,69,63
1456,Corona,78,RW,,700,4,5,H \ M,82,70,72,87,46,52,"173cm | 5'8""",0,409,-,90,86,37,74,79,74,72
1457,Bobadilla,78,ST,,800,3,3,H \ M,69,78,71,78,37,86,"181cm | 5'11""",0,419,-,68,80,21,75,69,68,80
1458,Aréola,78,GK,,850,1,3,M \ M,82,75,72,83,54,76,"191cm | 6'3""",0,442,-,53,58,19,17,52,34,19
1459,Podolski,78,LM,,700,3,2,M \ L,81,86,76,77,39,71,"182cm | 5'11""",0,430,-,69,72,33,80,79,76,82
1460,Denis,78,ST,,800,2,3,M \ M,66,80,60,69,28,73,"182cm | 5'11""",0,376,-,60,60,17,86,69,55,84
1461,Belhanda,78,CAM,,700,4,4,M \ L,75,73,79,81,56,72,"177cm | 5'9""",0,436,-,87,77,49,67,75,77,69
1462,Erkin,78,LB,,1.2K,3,2,H \ M,84,72,78,80,75,76,"179cm | 5'10""",0,465,-,78,70,76,75,83,74,67
1463,Bernardo,78,CB,,750,2,3,M \ H,71,44,64,54,79,76,"192cm | 6'3""",0,388,-,70,51,80,33,70,53,39
1464,M'Vila,78,CDM,,700,2,3,M \ M,76,60,73,73,74,78,"182cm | 5'11""",0,434,-,73,62,73,41,72,72,56
1465,Cheryshev,78,LM,,700,3,3,H \ L,83,72,77,78,56,73,"178cm | 5'10""",0,439,-,80,70,59,72,83,81,74
1466,van der Wiel,78,RB,,800,3,3,H \ M,81,64,71,76,76,74,"181cm | 5'11""",0,442,-,74,69,78,74,81,71,60
1467,Aréola,78,GK,,800,1,3,M \ M,82,75,72,83,54,76,"191cm | 6'3""",0,442,-,53,58,19,17,52,34,19
1468,Mané,78,CF,,1.5K,4,3,H \ M,91,73,70,81,35,64,"175cm | 5'8""",0,414,-,88,85,33,77,91,69,76
1469,Ibarbo,78,RW,,950,4,3,H \ M,92,71,69,82,37,78,"188cm | 6'2""",0,429,-,79,59,25,76,95,72,67
1470,Ghilas,78,ST,,800,3,4,H \ M,77,76,68,77,36,82,"183cm | 6'0""",0,416,-,76,69,29,79,81,70,78
1471,Touré,78,CB,,850,2,3,M \ M,68,61,61,55,79,80,"178cm | 5'10""",0,404,-,31,67,78,46,68,57,56
1472,Baba,78,LB,,700,3,3,H \ M,86,50,67,76,75,74,"179cm | 5'10""",0,428,-,78,74,73,56,86,55,48
1473,Gomis,78,ST,,750,2,3,H \ L,69,81,65,70,41,74,"184cm | 6'0""",0,400,-,59,58,39,79,70,70,81
1474,Boateng,78,CAM,,1K,4,4,H \ M,76,77,77,80,69,81,"186cm | 6'1""",0,460,-,77,68,61,77,77,77,74
1475,Jesé,78,LW,,1.7K,4,4,M \ L,87,74,73,84,24,55,"178cm | 5'10""",0,397,-,87,72,16,74,84,69,76
1476,Uche,78,ST,,850,4,3,M \ M,85,80,59,81,31,74,"175cm | 5'8""",0,410,-,92,70,26,77,85,59,83
1477,Fazio,78,CB,,700,2,2,M \ M,32,42,55,53,80,81,"195cm | 6'4""",0,343,-,35,33,77,32,32,47,43
1478,Djilobodji,78,CB,,900,2,2,M \ M,72,48,54,52,78,81,"193cm | 6'3""",0,385,-,48,48,75,38,73,50,32
1479,Cardozo,78,ST,,700,2,3,M \ L,52,83,67,68,24,74,"193cm | 6'3""",0,368,-,54,33,17,84,54,66,82
1480,Zaza,78,ST,,750,3,3,H \ M,77,79,59,76,28,73,"186cm | 6'1""",0,392,-,75,65,15,81,79,66,80
1481,Erkin,78,LB,,1.3K,3,2,H \ M,84,72,78,80,75,76,"179cm | 5'10""",0,465,-,78,70,76,75,83,74,67
1482,Rafa,78,LM,,700,4,4,H \ M,92,66,72,83,34,46,"170cm | 5'6""",0,393,-,90,85,23,74,93,76,65
1483,Boufal,78,LW,,2K,5,4,H \ L,86,70,74,85,36,49,"170cm | 5'6""",0,400,-,91,89,44,76,86,78,71
1484,Abbiati,77,GK,,700,1,2,M \ M,80,72,66,80,42,82,"191cm | 6'3""",0,422,-,54,52,5,10,34,34,13
1485,Stekelenburg,77,GK,,700,1,4,M \ M,81,75,82,79,35,76,"197cm | 6'5""",0,428,-,35,27,18,13,45,19,11
1486,Toni,77,ST,,1.2K,2,4,M \ L,34,79,55,61,26,66,"193cm | 6'3""",0,321,-,34,34,17,88,34,68,87
1487,Distin,77,CB,,750,2,2,M \ H,68,36,56,54,79,78,"192cm | 6'3""",0,371,-,50,34,80,48,69,57,30
1488,Cole,77,LB,,800,3,2,H \ M,71,48,68,72,77,71,"176cm | 5'9""",0,407,-,77,76,76,58,69,49,30
1489,Rodríguez,77,LW,,700,3,4,H \ M,78,78,75,79,36,71,"180cm | 5'10""",0,417,-,74,70,31,75,80,74,75
1490,Jones,77,CDM,,700,2,4,H \ H,73,69,72,72,73,87,"184cm | 6'0""",0,446,-,68,66,67,67,73,69,60
1491,Hallfreðsson,77,CM,,3.4K,2,3,H \ M,68,69,77,75,71,80,"185cm | 6'0""",0,440,-,64,68,68,71,68,77,60
1492,Hutchinson,77,CDM,,900,3,4,M \ H,73,65,74,73,76,78,"187cm | 6'1""",0,439,-,61,62,72,64,77,69,63
1493,Johnson,77,RB,,700,3,4,H \ L,77,65,71,75,75,75,"182cm | 5'11""",0,438,-,73,68,77,60,77,68,58
1494,Cissokho,77,RB,,750,3,4,H \ H,82,57,68,72,74,76,"173cm | 5'8""",0,429,-,69,81,74,70,81,54,39
1495,López,77,ST,,700,2,4,M \ L,70,77,61,74,24,76,"190cm | 6'2""",0,382,-,69,55,15,81,75,60,79
1496,Cesar,77,CB,,700,2,3,L \ M,46,27,40,48,79,79,"191cm | 6'3""",0,319,-,34,34,80,20,55,25,14
1497,Podolski,77,LM,,750,3,2,M \ L,75,84,75,77,39,69,"182cm | 5'11""",0,419,-,69,72,33,79,74,75,81
1498,Rafael Sóbis,77,CF,,700,4,4,M \ L,71,79,74,78,36,72,"175cm | 5'8""",0,410,-,77,70,27,77,70,75,80
1499,Herrera,77,CM,,750,3,4,H \ H,75,71,74,76,71,80,"183cm | 6'0""",0,447,-,67,70,66,79,75,78,66
1500,Manuel Fernandes,77,CDM,,700,4,4,M \ M,82,75,82,83,71,74,"175cm | 5'8""",0,467,-,82,76,68,73,81,84,71
1501,Afellay,77,LW,,700,4,4,M \ M,77,74,77,80,41,56,"180cm | 5'10""",0,405,-,77,79,36,73,77,74,71
1502,Gomis,77,ST,,750,2,3,H \ L,68,80,64,70,40,71,"184cm | 6'0""",0,393,-,59,58,39,79,69,69,80
1503,Sessègnon,77,CAM,,950,4,3,M \ L,78,72,75,82,50,74,"168cm | 5'6""",0,431,-,84,90,45,76,77,77,71
1504,Pellè,77,ST,,950,2,4,H \ M,55,77,60,67,33,83,"194cm | 6'4""",0,375,-,64,34,19,82,55,69,79
1505,Mikel,77,CDM,,700,2,3,M \ H,59,54,68,67,78,88,"188cm | 6'2""",0,414,-,53,47,81,44,62,55,45
1506,Aogo,77,LB,,700,2,3,M \ M,75,55,76,75,77,76,"184cm | 6'0""",0,434,-,73,65,78,69,77,73,40
1507,Théréau,77,ST,,700,3,4,H \ H,74,76,69,75,27,76,"189cm | 6'2""",0,397,-,68,58,16,79,78,69,77
1508,Ari,77,ST,,700,3,4,H \ M,80,77,74,76,35,79,"180cm | 5'10""",0,421,-,76,63,37,72,75,76,77
1509,Rose,77,LB,,800,3,3,H \ M,82,59,70,75,75,74,"173cm | 5'8""",0,435,-,67,76,77,60,84,69,52
1510,Cattermole,77,CDM,,750,2,3,L \ H,68,58,69,68,77,80,"178cm | 5'10""",0,420,-,64,71,74,47,68,68,49
1511,Rodriguez,77,LM,,700,3,4,H \ L,83,77,69,77,32,69,"185cm | 6'0""",0,407,-,79,65,16,80,84,69,79
1512,De Silvestri,77,RB,,700,2,3,H \ M,82,57,66,71,76,80,"186cm | 6'1""",0,432,-,72,58,73,66,84,49,40
1513,José Enrique,77,LB,,700,3,2,M \ M,81,53,72,74,76,81,"184cm | 6'0""",0,437,-,76,71,79,67,83,70,43
1514,Wass,77,RM,,700,3,3,M \ M,78,74,77,77,68,72,"181cm | 5'11""",0,446,-,76,69,65,74,78,75,71
1515,Antonelli,77,LB,,700,2,3,H \ M,79,60,70,75,76,77,"184cm | 6'0""",0,437,-,76,63,74,71,79,65,63
1516,Fernández,77,CM,,900,5,4,H \ L,77,72,81,84,52,63,"178cm | 5'10""",0,429,-,80,82,45,75,76,81,67
1517,Zúñiga,77,LB,,950,4,2,H \ M,89,65,70,81,72,74,"172cm | 5'7""",0,451,-,90,86,72,73,89,59,56
1518,Harnik,77,RM,,700,3,4,H \ M,79,75,73,74,41,78,"186cm | 6'1""",0,420,-,69,64,39,82,79,76,75
1519,Sam,77,RM,,700,3,2,M \ L,90,77,74,80,33,64,"174cm | 5'8""",0,418,-,86,79,23,77,90,75,73
1520,Cerci,77,CF,,900,4,3,M \ L,85,74,77,82,33,72,"180cm | 5'10""",0,423,-,80,78,24,75,86,74,71
1521,Holebas,77,LB,,750,3,2,H \ M,84,70,68,74,76,81,"184cm | 6'0""",0,453,-,76,75,78,71,86,54,61
1522,Sánchez,77,CDM,,700,2,3,H \ M,67,58,70,70,73,87,"182cm | 5'11""",0,425,-,62,53,65,57,67,68,47
1523,Bobadilla,77,ST,,700,3,3,H \ M,69,77,69,76,37,86,"181cm | 5'11""",0,414,-,67,78,21,75,69,67,79
1524,Mariano,77,RB,,750,3,3,M \ M,83,62,74,76,73,73,"177cm | 5'9""",0,441,-,76,75,74,74,84,69,54
1525,Manucho,77,ST,,700,4,2,M \ M,67,72,59,72,29,80,"187cm | 6'1""",0,379,-,59,66,14,85,76,44,70
1526,Cameron,77,CB,,700,2,3,M \ M,73,55,70,71,78,76,"191cm | 6'3""",0,423,-,76,53,77,57,69,73,52
1527,Montero,77,LW,,900,4,4,H \ H,89,71,71,81,29,64,"169cm | 5'6""",0,405,-,84,77,24,73,88,73,70
1528,Paloschi,77,ST,,700,3,4,M \ M,77,72,56,73,22,80,"182cm | 5'11""",0,380,-,82,71,12,86,76,59,83
1529,El Kaddouri,77,CM,,750,3,4,H \ M,74,71,78,79,55,73,"185cm | 6'0""",0,430,-,70,54,39,75,75,79,63
1530,Chahechouhe,77,CAM,,750,4,4,H \ M,87,78,71,79,33,58,"176cm | 5'9""",0,406,-,81,75,26,83,90,73,79
1531,Janmaat,77,RB,,800,3,3,H \ M,75,63,70,74,77,81,"185cm | 6'0""",0,440,-,72,66,78,73,75,72,55
1532,Diabaté,77,ST,,700,3,2,M \ L,58,78,60,68,25,82,"194cm | 6'4""",0,371,-,41,50,21,83,63,56,80
1533,Mehmedi,77,CF,,700,3,3,H \ M,77,75,71,82,39,72,"183cm | 6'0""",0,416,-,81,78,29,76,79,75,73
1534,Schmelzer,77,LB,,800,2,2,H \ H,78,51,69,68,78,78,"180cm | 5'10""",0,422,-,62,65,78,54,81,52,37
1535,Miguel Lopes,77,RB,,900,3,4,H \ M,75,42,72,75,77,80,"182cm | 5'11""",0,421,-,70,66,77,76,75,67,32
1536,Wanyama,77,CDM,,900,2,3,M \ H,66,66,67,72,78,89,"188cm | 6'2""",0,438,-,72,66,74,64,69,64,62
1537,Souza,77,CDM,,700,2,4,M \ M,70,67,75,76,75,80,"188cm | 6'2""",0,443,-,67,63,75,70,71,75,61
1538,Xandão,77,CB,,700,2,2,M \ M,53,42,53,57,79,79,"194cm | 6'4""",0,363,-,49,36,77,43,55,48,35
1539,Alonso,77,CDM,,750,2,4,M \ H,80,62,68,73,76,81,"180cm | 5'10""",0,440,-,72,75,77,66,79,67,50
1540,Bertolacci,77,CM,,700,2,3,H \ M,75,74,76,78,67,75,"179cm | 5'10""",0,445,-,79,74,59,75,75,76,71
1541,Narsingh,77,RW,,750,4,3,M \ L,93,64,69,79,24,58,"175cm | 5'8""",0,387,-,82,77,19,73,93,73,68
1542,Ginczek,77,ST,,700,2,3,M \ M,73,77,50,73,38,80,"190cm | 6'2""",0,391,-,63,56,29,80,77,58,80
1543,Nyom,77,RB,,800,2,2,H \ M,81,47,63,64,78,84,"189cm | 6'2""",0,417,-,50,50,77,51,85,54,27
1544,Tosun,77,ST,,700,3,4,H \ M,76,77,66,74,30,74,"183cm | 6'0""",0,397,-,78,66,13,81,77,61,77
1545,Seferovic,77,ST,,700,3,2,M \ M,71,79,66,72,39,77,"185cm | 6'0""",0,404,-,64,57,25,78,76,65,80
1546,Caulker,77,CB,,900,2,2,M \ H,73,32,56,61,79,78,"191cm | 6'3""",0,379,-,64,57,79,25,77,43,32
1547,André Pinto,77,CB,,700,2,2,M \ M,52,47,56,49,79,78,"194cm | 6'4""",0,361,-,45,34,78,33,53,52,34
1548,Pérez,77,RM,,700,3,4,H \ M,81,74,71,79,28,73,"180cm | 5'10""",0,406,-,78,69,21,80,79,68,73
1549,Leonardo,77,LM,,750,4,4,H \ M,86,75,74,78,23,72,"173cm | 5'8""",0,408,-,83,79,18,76,88,75,77
1550,Bruma,77,CB,,700,2,3,M \ M,62,54,63,59,77,82,"189cm | 6'2""",0,397,-,52,47,75,49,69,61,38
1551,Austin,77,ST,,1.4K,2,2,H \ M,73,79,56,68,40,76,"188cm | 6'2""",0,392,-,65,55,31,83,74,61,82
1552,Imbula,77,CM,,900,3,3,H \ M,77,61,71,76,74,78,"186cm | 6'1""",0,437,-,75,74,71,75,75,76,51
1553,Zaha,77,RW,,800,4,3,M \ L,87,69,66,83,30,68,"180cm | 5'10""",0,403,-,84,79,27,73,87,61,74
1554,Iturbe,77,RW,,800,4,3,H \ M,92,70,67,84,25,54,"172cm | 5'7""",0,392,-,92,91,18,75,92,71,65
1555,Klose,77,CB,,700,2,3,M \ M,50,42,58,48,79,76,"193cm | 6'3""",0,353,-,40,34,79,45,52,50,33
1556,Pallois,77,CB,,700,2,3,M \ H,62,48,62,59,77,82,"190cm | 6'2""",0,390,-,57,32,78,22,68,52,41
1557,Montañés,77,LM,,800,3,4,H \ M,86,67,72,83,38,68,"172cm | 5'7""",0,414,-,89,86,37,78,84,71,64
1558,Hernández,77,CM,,700,4,3,H \ L,78,73,73,78,53,71,"185cm | 6'0""",0,426,-,72,54,25,76,77,73,75
1559,Marco Matias,77,LW,,700,3,3,M \ M,88,77,67,77,32,61,"182cm | 5'11""",0,402,-,82,74,26,80,87,64,78
1560,Casemiro,77,CDM,,850,2,3,M \ M,67,68,70,73,75,81,"184cm | 6'0""",0,434,-,66,59,69,66,67,68,59
1561,Sané,77,CDM,,700,3,3,M \ M,64,44,65,67,80,80,"196cm | 6'5""",0,400,-,60,43,75,41,63,61,34
1562,Sturaro,77,CM,,800,2,3,H \ H,79,69,76,76,75,81,"182cm | 5'11""",0,456,-,75,75,75,75,79,74,58
1563,Vestergaard,77,CB,,700,2,3,M \ M,40,46,55,45,79,81,"199cm | 6'6""",0,346,-,29,29,75,43,34,50,34
1564,Bifouma,77,ST,,750,2,3,M \ M,91,76,55,78,28,72,"180cm | 5'10""",0,400,-,90,76,18,74,91,60,78
1565,Florenzi,77,RB,,800,3,3,H \ M,85,79,76,81,71,72,"173cm | 5'8""",0,464,-,87,84,69,82,84,73,76
1566,Eric Botteghin,77,CB,,700,2,3,M \ H,34,38,47,59,79,85,"193cm | 6'3""",0,342,-,41,39,84,30,34,36,29
1567,Okore,77,CB,,700,2,3,M \ H,81,41,50,60,76,83,"183cm | 6'0""",0,391,-,61,57,72,43,83,40,34
1568,Zouma,77,CB,,850,2,3,M \ M,73,50,58,55,77,80,"190cm | 6'2""",0,393,-,48,52,77,53,77,57,47
1569,Milik,77,ST,,900,2,3,M \ M,74,81,62,71,37,73,"186cm | 6'1""",0,398,-,69,63,29,75,75,60,83
1570,Gentiletti,77,CB,,700,2,2,M \ M,69,36,58,62,79,75,"182cm | 5'11""",0,379,-,61,62,80,29,69,52,13
1571,Ocampos,77,RW,,950,4,3,M \ L,78,72,75,78,51,65,"187cm | 6'1""",0,419,-,84,58,45,74,79,75,73
1572,Chiriches,77,CB,,700,3,3,H \ M,75,66,60,67,78,74,"184cm | 6'0""",0,420,-,58,72,81,52,73,47,60
1573,Shaw,77,LB,,900,2,2,H \ M,82,40,69,77,77,73,"185cm | 6'0""",0,418,-,79,64,79,64,84,61,32
1574,Kostic,77,LM,,900,4,2,H \ M,89,72,73,79,39,72,"184cm | 6'0""",0,424,-,75,72,35,71,88,72,72
1575,Mbemba,77,CB,,900,2,3,H \ M,82,56,54,69,78,79,"182cm | 5'11""",0,418,-,68,63,78,56,84,43,57
1576,Maxim,77,CAM,,700,5,4,M \ L,75,70,79,80,27,53,"177cm | 5'9""",0,384,-,85,79,19,72,74,78,70
1577,Hahn,77,RM,,700,2,4,M \ H,85,78,72,73,52,83,"185cm | 6'0""",0,443,-,66,60,46,79,90,70,79
1578,Nacho,77,LB,,700,2,3,H \ M,90,57,63,72,74,73,"174cm | 5'8""",0,429,-,83,89,76,64,90,54,44
1579,Ghazal,77,CDM,,700,2,3,L \ H,64,35,62,65,78,84,"189cm | 6'2""",0,388,-,53,54,76,47,65,60,25
1580,Vangioni,77,LB,,950,3,2,H \ M,88,66,70,73,74,73,"177cm | 5'9""",0,444,-,70,67,74,70,85,69,58
1581,van Beek,77,CB,,800,2,2,L \ H,70,34,52,52,80,78,"190cm | 6'2""",0,366,-,60,51,85,18,72,24,23
1582,Tolisso,77,CM,,800,3,3,H \ H,72,72,74,74,77,78,"181cm | 5'11""",0,447,-,72,73,74,70,73,72,71
1583,Jony,77,LM,,700,3,3,H \ M,82,76,74,78,57,68,"179cm | 5'10""",0,435,-,78,65,56,77,82,73,78
1584,Lennon,77,RM,,800,3,3,H \ M,89,64,71,84,33,62,"165cm | 5'4""",0,403,-,93,92,30,71,89,73,66
1585,Matri,77,ST,,800,2,3,M \ L,79,75,58,72,30,70,"183cm | 6'0""",0,384,-,73,65,22,84,79,60,80
1586,Douglas,77,CB,,800,2,2,M \ H,64,48,54,56,77,83,"192cm | 6'3""",0,382,-,51,55,74,43,67,48,38
1587,Corona,77,RW,,950,4,5,H \ M,82,68,70,86,46,52,"173cm | 5'8""",0,404,-,90,86,37,74,79,74,72
1588,van Dijk,77,CB,,800,2,3,H \ M,67,60,64,67,77,83,"193cm | 6'3""",0,418,-,57,51,77,41,67,59,53
1589,Martial,77,ST,,1.1K,3,4,H \ M,85,74,58,80,24,63,"181cm | 5'11""",0,384,-,77,70,21,79,86,59,78
1590,Markovic,77,RM,,950,4,3,M \ M,90,67,71,83,37,55,"175cm | 5'8""",0,403,-,86,82,30,74,88,74,69
1591,Leonardo Silva,77,CB,,700,2,2,M \ M,44,58,48,36,80,76,"192cm | 6'3""",0,342,-,34,31,81,60,53,58,55
1592,Leandro Damião,77,ST,,700,4,2,M \ L,62,79,56,72,38,79,"188cm | 6'2""",0,386,-,54,46,32,82,70,58,80
1593,Iturbe,77,RW,,1.4K,4,3,H \ M,92,70,67,84,25,54,"172cm | 5'7""",0,392,-,92,91,18,75,92,71,65
1594,Zúñiga,77,LB,,900,4,2,H \ M,89,65,70,81,72,74,"172cm | 5'7""",0,451,-,90,86,72,73,89,59,56
1595,Caulker,77,CB,,800,2,2,M \ H,73,32,56,61,79,78,"191cm | 6'3""",0,379,-,64,57,79,25,77,43,32
1596,Austin,77,ST,,700,2,2,H \ M,73,79,56,68,40,76,"188cm | 6'2""",0,392,-,65,55,31,83,74,61,82
1597,Cerci,77,RW,,700,4,3,M \ L,85,74,77,82,33,72,"180cm | 5'10""",0,423,-,80,78,24,75,86,74,71
1598,Cole,77,LB,,750,3,2,H \ M,71,48,68,72,77,71,"176cm | 5'9""",0,407,-,77,76,76,58,69,49,30
1599,Cissokho,77,RB,,700,3,4,H \ H,82,57,68,72,74,76,"173cm | 5'8""",0,429,-,69,81,74,70,81,54,39
1600,Klose,77,CB,,700,2,3,M \ M,50,42,58,48,79,76,"193cm | 6'3""",0,353,-,40,34,79,45,52,50,33
1601,Bifouma,77,LM,,900,2,3,M \ M,91,76,55,78,28,72,"180cm | 5'10""",0,400,-,90,76,18,74,91,60,78
1602,Hallfreðsson,77,CM,,700,2,3,H \ M,68,69,77,75,71,80,"185cm | 6'0""",0,440,-,64,68,68,71,68,77,60
1603,Langkamp,77,CB,,700,2,3,M \ M,66,27,47,44,80,77,"191cm | 6'3""",0,341,-,53,50,82,25,68,38,18
1604,Wollscheid,77,CB,,700,2,4,M \ M,51,39,51,41,80,78,"194cm | 6'4""",0,340,-,46,34,77,38,52,52,40
1605,Pablo Sarabia,77,CAM,,950,4,4,H \ M,78,69,74,82,30,52,"174cm | 5'8""",0,385,-,79,86,27,71,79,71,70
1606,Correa,77,ST,,750,4,4,M \ L,84,78,65,86,49,59,"174cm | 5'8""",0,421,-,86,85,46,79,84,70,77
1607,Héctor Bellerín,77,RB,,2.2K,3,3,M \ M,95,52,70,76,76,70,"177cm | 5'9""",0,439,-,86,79,76,62,96,59,53
1608,Saponara,77,CAM,,700,3,4,H \ M,76,69,78,80,32,66,"184cm | 6'0""",0,401,-,73,72,26,72,78,75,66
1609,Halilovic,77,CAM,,750,4,3,M \ L,81,66,77,79,49,55,"170cm | 5'6""",0,407,-,84,69,51,68,78,80,62
