,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height,attack_contribution
893,5,0.17794486215538846,0.13032581453634084,0.13784461152882205,0.15538847117794485,0.20050125313283207,0.19799498746867167,0.6103896103896104,0.45714285714285713,0.8235294117647058,0.3,0.6428571428571429,0.375,0.43023255813953487,0.6363636363636364,0.542216594482175
894,1,0.17587939698492464,0.19597989949748743,0.1658291457286432,0.1708542713567839,0.08793969849246232,0.20351758793969849,0.4935064935064935,0.3,0.15294117647058825,0.8375,0.6428571428571429,0.65,0.8255813953488372,0.7045454545454546,0.7800989888790464
895,1,0.19402985074626866,0.19402985074626866,0.17412935323383086,0.19402985074626866,0.06965174129353234,0.17412935323383086,0.6883116883116883,0.4857142857142857,0.1411764705882353,0.8375,0.7428571428571429,0.7375,0.7906976744186046,0.6136363636363636,0.8639352497789311
896,1,0.19592875318066158,0.21628498727735368,0.15521628498727735,0.2010178117048346,0.06361323155216285,0.16793893129770993,0.8051948051948052,0.8857142857142857,0.17647058823529413,0.8625,0.7142857142857143,0.6375,0.8953488372093024,0.25,0.8946528449480158
898,3,0.1347517730496454,0.17494089834515367,0.19621749408983452,0.18439716312056736,0.14657210401891252,0.16312056737588654,0.7012987012987013,0.4857142857142857,0.5411764705882353,0.725,0.4,0.8375,0.6744186046511628,0.6136363636363636,0.7009456433887412
899,1,0.19117647058823528,0.20098039215686275,0.19852941176470587,0.20588235294117646,0.06372549019607843,0.13970588235294118,0.7662337662337663,0.8285714285714286,0.11764705882352941,0.9,0.6714285714285714,0.8125,0.8837209302325582,0.25,0.90937881222453
900,1,0.13106796116504854,0.20145631067961164,0.18689320388349515,0.17233009708737865,0.1262135922330097,0.1820388349514563,0.45454545454545453,0.2,0.3764705882352941,0.8625,0.38571428571428573,0.7875,0.872093023255814,0.8409090909090909,0.6824121131495401
901,1,0.2037914691943128,0.1895734597156398,0.16350710900473933,0.17298578199052134,0.08056872037914692,0.1895734597156398,0.6883116883116883,0.37142857142857144,0.12941176470588237,0.85,0.8571428571428571,0.6375,0.8255813953488372,0.6590909090909091,0.8560868924673597
902,3,0.15898617511520738,0.15207373271889402,0.15207373271889402,0.15898617511520738,0.18663594470046083,0.1912442396313364,0.5974025974025974,0.5142857142857142,0.8235294117647058,0.6,0.5571428571428572,0.6125,0.5697674418604651,0.6363636363636364,0.5488286346277573
903,1,0.2171837708830549,0.18377088305489261,0.15990453460620524,0.18854415274463007,0.07875894988066826,0.1718377088305489,0.7922077922077922,0.8285714285714286,0.11764705882352941,0.8625,0.8857142857142857,0.7375,0.813953488372093,0.25,0.8982354520880482
904,5,0.1548974943052392,0.15945330296127563,0.1548974943052392,0.1571753986332574,0.18223234624145787,0.19134396355353075,0.6103896103896104,0.5714285714285714,0.8588235294117647,0.6625,0.5285714285714286,0.6,0.6162790697674418,0.6363636363636364,0.5446451490441457
905,5,0.13253012048192772,0.08132530120481928,0.1566265060240964,0.1355421686746988,0.2469879518072289,0.2469879518072289,0.16883116883116883,0.11428571428571428,0.8823529411764706,0.325,0.38571428571428573,0.425,0.20930232558139536,0.75,0.34461896421715515
906,5,0.12598425196850394,0.16010498687664043,0.15223097112860892,0.14173228346456693,0.2152230971128609,0.2047244094488189,0.44155844155844154,0.14285714285714285,0.8705882352941177,0.4875,0.3142857142857143,0.4125,0.4883720930232558,0.75,0.46467755661183435
907,1,0.18341708542713567,0.2135678391959799,0.17839195979899497,0.1934673366834171,0.06030150753768844,0.1708542713567839,0.7532467532467533,0.7,0.07058823529411765,0.85,0.6,0.6875,0.8604651162790697,0.4772727272727273,0.9123846624600696
909,5,0.17402597402597403,0.11428571428571428,0.15064935064935064,0.14545454545454545,0.2051948051948052,0.21038961038961038,0.4155844155844156,0.3,0.788235294117647,0.45,0.7,0.4375,0.13953488372093023,0.7272727272727273,0.48644774341906366
910,4,0.16981132075471697,0.125,0.15566037735849056,0.17452830188679244,0.19339622641509435,0.18160377358490565,0.5974025974025974,0.7142857142857143,0.8705882352941177,0.6375,0.6428571428571429,0.65,0.36046511627906974,0.38636363636363635,0.53315892778992
911,4,0.16703296703296702,0.15604395604395604,0.16923076923076924,0.18021978021978022,0.16923076923076924,0.15824175824175823,0.7532467532467533,0.7428571428571429,0.788235294117647,0.775,0.6714285714285714,0.6625,0.5813953488372093,0.3181818181818182,0.6284865433715658
912,4,0.1848341232227488,0.13270142180094788,0.13981042654028436,0.15876777251184834,0.1990521327014218,0.1848341232227488,0.6883116883116883,0.5142857142857142,0.9176470588235294,0.5,0.7285714285714285,0.175,0.36046511627906974,0.5454545454545454,0.542174615750109
913,5,0.16023738872403562,0.10089020771513353,0.12759643916913946,0.13056379821958458,0.24629080118694363,0.2344213649851632,0.38961038961038963,0.3142857142857143,0.8941176470588236,0.175,0.37142857142857144,0.0125,0.09302325581395349,0.7045454545454546,0.413210114831497
914,4,0.1711111111111111,0.1511111111111111,0.15777777777777777,0.1688888888888889,0.17777777777777778,0.17333333333333334,0.6363636363636364,0.6,0.8235294117647058,0.6375,0.7285714285714285,0.5,0.5930232558139535,0.5909090909090909,0.5717732994571968
916,2,0.18284424379232506,0.15349887133182843,0.17381489841986456,0.18058690744920994,0.1399548532731377,0.16930022573363432,0.7532467532467533,0.6857142857142857,0.5882352941176471,0.7375,0.8,0.7125,0.627906976744186,0.5,0.7046198496013019
917,3,0.14955357142857142,0.16964285714285715,0.18303571428571427,0.17410714285714285,0.16071428571428573,0.16294642857142858,0.6883116883116883,0.7285714285714285,0.7176470588235294,0.7,0.5857142857142857,0.825,0.7209302325581395,0.36363636363636365,0.6340179584925619
918,5,0.18225419664268586,0.1223021582733813,0.14628297362110312,0.15827338129496402,0.18705035971223022,0.2038369304556355,0.6363636363636364,0.6,0.8,0.55,0.7285714285714285,0.4375,0.43023255813953487,0.4772727272727273,0.5639230993761913
920,1,0.2123456790123457,0.2,0.17037037037037037,0.21481481481481482,0.07160493827160494,0.1308641975308642,0.8831168831168831,0.9,0.1411764705882353,0.8125,0.8428571428571429,0.575,0.8488372093023255,0.36363636363636365,0.9359681960103438
921,3,0.16551724137931034,0.1310344827586207,0.15402298850574714,0.16551724137931034,0.18160919540229886,0.20229885057471264,0.7142857142857143,0.6428571428571429,0.8235294117647058,0.475,0.6142857142857143,0.6125,0.4418604651162791,0.4772727272727273,0.5844759747429746
922,5,0.18888888888888888,0.1,0.125,0.14166666666666666,0.22777777777777777,0.21666666666666667,0.4805194805194805,0.4,0.8823529411764706,0.175,0.6,0.1625,0.18604651162790697,0.6590909090909091,0.4616458976890159
923,3,0.16849015317286653,0.15973741794310722,0.18161925601750548,0.175054704595186,0.15317286652078774,0.16192560175054704,0.8571428571428571,0.9142857142857143,0.7176470588235294,0.7125,0.7,0.7875,0.6976744186046512,0.29545454545454547,0.6909071619071392
924,1,0.1773049645390071,0.18439716312056736,0.14893617021276595,0.17966903073286053,0.1111111111111111,0.19858156028368795,0.6103896103896104,0.6,0.38823529411764707,0.8375,0.7,0.5625,0.8255813953488372,0.5454545454545454,0.7309362268360016
925,2,0.18072289156626506,0.1783132530120482,0.20722891566265061,0.19518072289156627,0.09879518072289156,0.13975903614457832,0.6233766233766234,0.6857142857142857,0.29411764705882354,0.7,0.7,0.8375,0.7325581395348837,0.5454545454545454,0.7895555363221038
926,3,0.1531322505800464,0.16473317865429235,0.19489559164733178,0.17865429234338748,0.14849187935034802,0.16009280742459397,0.7142857142857143,0.7,0.5411764705882353,0.7625,0.5428571428571428,0.8625,0.686046511627907,0.4772727272727273,0.7046909556239616
929,4,0.17067833698030635,0.15973741794310722,0.1575492341356674,0.16192560175054704,0.1772428884026258,0.17286652078774617,0.6233766233766234,0.6857142857142857,0.8470588235294118,0.7875,0.7285714285714285,0.65,0.6046511627906976,0.4772727272727273,0.5610128882495578
930,5,0.13802083333333334,0.13802083333333334,0.1484375,0.1484375,0.21354166666666666,0.21354166666666666,0.15584415584415584,0.08571428571428572,0.8588235294117647,0.4,0.37142857142857144,0.35,0.45348837209302323,0.7727272727272727,0.3787279856883623
931,1,0.19746835443037974,0.20759493670886076,0.14936708860759493,0.1949367088607595,0.0759493670886076,0.17468354430379746,0.7272727272727273,0.6142857142857143,0.17647058823529413,0.875,0.7285714285714285,0.5375,0.8604651162790697,0.5454545454545454,0.8610182596480747
933,1,0.2109004739336493,0.1848341232227488,0.16587677725118483,0.1895734597156398,0.10426540284360189,0.14454976303317535,0.8961038961038961,0.8571428571428571,0.3176470588235294,0.825,0.8857142857142857,0.6875,0.8372093023255814,0.3409090909090909,0.8613739910628027
935,5,0.19160104986876642,0.10498687664041995,0.12598425196850394,0.14960629921259844,0.2178477690288714,0.2099737532808399,0.6233766233766234,0.4,0.9058823529411765,0.1875,0.7142857142857143,0.15,0.18604651162790697,0.7272727272727273,0.5065213517727932
936,3,0.15690866510538642,0.14285714285714285,0.1592505854800937,0.1592505854800937,0.18969555035128804,0.1920374707259953,0.7532467532467533,0.44285714285714284,0.8588235294117647,0.55,0.5857142857142857,0.6125,0.5232558139534884,0.5909090909090909,0.5837855551919456
938,4,0.15077605321507762,0.15299334811529933,0.1729490022172949,0.16851441241685144,0.17960088691796008,0.17516629711751663,0.5584415584415584,0.45714285714285713,0.8235294117647058,0.6375,0.5571428571428572,0.75,0.5348837209302325,0.6363636363636364,0.5461176069043842
939,1,0.2,0.17882352941176471,0.16941176470588235,0.18823529411764706,0.08,0.18352941176470589,0.8311688311688312,0.5428571428571428,0.16470588235294117,0.8375,0.8142857142857143,0.6625,0.7906976744186046,0.5909090909090909,0.8913843204883257
940,1,0.18673218673218672,0.19656019656019655,0.16216216216216217,0.18673218673218672,0.08108108108108109,0.18673218673218672,0.5974025974025974,0.4714285714285714,0.15294117647058825,0.7875,0.7285714285714285,0.675,0.8488372093023255,0.7727272727272727,0.8214424020551723
943,2,0.1939252336448598,0.17523364485981308,0.1705607476635514,0.20093457943925233,0.11214953271028037,0.14719626168224298,0.922077922077922,0.8285714285714286,0.4235294117647059,0.775,0.7857142857142857,0.7375,0.7790697674418605,0.3409090909090909,0.8311280829197221
944,3,0.15862068965517243,0.1310344827586207,0.167816091954023,0.17471264367816092,0.17701149425287357,0.19080459770114944,0.5714285714285714,0.5,0.7529411764705882,0.6375,0.6142857142857143,0.675,0.43023255813953487,0.7045454545454546,0.5686092906946801
945,4,0.17787418655097614,0.1540130151843818,0.1648590021691974,0.16702819956616052,0.1648590021691974,0.17136659436008678,0.7272727272727273,0.7571428571428571,0.8117647058823529,0.775,0.7428571428571429,0.625,0.6046511627906976,0.38636363636363635,0.6119106509195407
946,4,0.1978021978021978,0.13846153846153847,0.15824175824175823,0.16043956043956045,0.16923076923076924,0.17582417582417584,0.6103896103896104,0.6714285714285714,0.8,0.575,0.9285714285714286,0.65,0.4883720930232558,0.4318181818181818,0.5755134862049696
947,1,0.21311475409836064,0.18501170960187355,0.1592505854800937,0.18501170960187355,0.09133489461358314,0.16627634660421545,0.6363636363636364,0.6285714285714286,0.29411764705882354,0.7875,0.9285714285714286,0.725,0.8255813953488372,0.45454545454545453,0.7899832092547772
948,1,0.1671309192200557,0.22841225626740946,0.14206128133704735,0.14484679665738162,0.11142061281337047,0.20612813370473537,0.2077922077922078,0.22857142857142856,0.23529411764705882,0.9,0.5428571428571428,0.4375,0.8953488372093024,0.8409090909090909,0.6516257114910438
949,5,0.20159151193633953,0.06896551724137931,0.14588859416445624,0.16180371352785147,0.22015915119363394,0.20159151193633953,0.38961038961038963,0.2714285714285714,0.8588235294117647,0.0875,0.7,0.4125,0.16279069767441862,0.75,0.45024335395039994
950,5,0.1745635910224439,0.10972568578553615,0.1571072319201995,0.16458852867830423,0.19950124688279303,0.19451371571072318,0.45454545454545453,0.4,0.8352941176470589,0.3375,0.6714285714285714,0.5875,0.23255813953488372,0.75,0.4923433038085004
951,1,0.18453865336658354,0.20199501246882792,0.15211970074812967,0.18952618453865336,0.08728179551122195,0.18453865336658354,0.7012987012987013,0.5142857142857142,0.1411764705882353,0.8625,0.7,0.5375,0.8488372093023255,0.5,0.8538815708170899
952,2,0.1912442396313364,0.18433179723502305,0.18202764976958524,0.18663594470046083,0.10368663594470046,0.15207373271889402,0.8051948051948052,0.7571428571428571,0.38823529411764707,0.75,0.8,0.775,0.8255813953488372,0.4090909090909091,0.8097361492405211
953,4,0.1845102505694761,0.13439635535307518,0.16173120728929385,0.15945330296127563,0.1845102505694761,0.17539863325740318,0.7532467532467533,0.4142857142857143,0.8941176470588236,0.7,0.8,0.6625,0.5116279069767442,0.6363636363636364,0.5812370419106506
954,4,0.19724770642201836,0.11467889908256881,0.1651376146788991,0.1743119266055046,0.1743119266055046,0.1743119266055046,0.7532467532467533,0.8142857142857143,0.788235294117647,0.6,0.8571428571428571,0.5375,0.1744186046511628,0.3409090909090909,0.6204169707804865
956,3,0.16702819956616052,0.1561822125813449,0.16268980477223427,0.17136659436008678,0.1648590021691974,0.17787418655097614,0.7792207792207793,0.7857142857142857,0.7647058823529411,0.7375,0.6571428571428571,0.7625,0.6976744186046512,0.4090909090909091,0.6403650552503196
957,1,0.20192307692307693,0.1875,0.16826923076923078,0.19230769230769232,0.07932692307692307,0.17067307692307693,0.7662337662337663,0.6142857142857143,0.2,0.85,0.8142857142857143,0.6875,0.8023255813953488,0.5,0.8649209983485635
960,2,0.17889908256880735,0.1651376146788991,0.1720183486238532,0.18577981651376146,0.12844036697247707,0.16972477064220184,0.6363636363636364,0.42857142857142855,0.5529411764705883,0.7,0.7142857142857143,0.8125,0.7093023255813954,0.6818181818181818,0.6864751593038523
962,2,0.18244803695150116,0.17551963048498845,0.17551963048498845,0.18244803695150116,0.10392609699769054,0.18013856812933027,0.5714285714285714,0.4,0.32941176470588235,0.775,0.7428571428571429,0.775,0.7674418604651163,0.6818181818181818,0.7471401392371202
964,3,0.1558139534883721,0.1372093023255814,0.15348837209302327,0.1697674418604651,0.18372093023255814,0.2,0.6493506493506493,0.6142857142857143,0.7647058823529411,0.575,0.5714285714285714,0.55,0.4418604651162791,0.6590909090909091,0.5820039124265161
965,1,0.20308483290488433,0.20308483290488433,0.15167095115681234,0.19023136246786632,0.06683804627249357,0.18508997429305912,0.7272727272727273,0.7142857142857143,0.11764705882352941,0.8875,0.7428571428571429,0.5875,0.8953488372093024,0.5,0.8815178145537607
968,3,0.1353211009174312,0.1536697247706422,0.19036697247706422,0.16743119266055045,0.1743119266055046,0.17889908256880735,0.6103896103896104,0.7142857142857143,0.788235294117647,0.725,0.5,0.825,0.4883720930232558,0.5,0.5750605145373916
971,3,0.16341463414634147,0.10975609756097561,0.17073170731707318,0.17804878048780487,0.1902439024390244,0.1878048780487805,0.5844155844155844,0.37142857142857144,0.8235294117647058,0.6875,0.5714285714285714,0.675,0.37209302325581395,0.7272727272727273,0.543671866995333
972,4,0.19550561797752808,0.15056179775280898,0.15730337078651685,0.17752808988764046,0.16179775280898875,0.15730337078651685,0.8441558441558441,0.8714285714285714,0.7411764705882353,0.6875,0.8571428571428571,0.525,0.6511627906976745,0.2727272727272727,0.6757896146175052
973,4,0.20043572984749455,0.14814814814814814,0.15468409586056645,0.1721132897603486,0.15904139433551198,0.1655773420479303,0.8051948051948052,0.8142857142857143,0.7529411764705882,0.725,0.9428571428571428,0.5125,0.5116279069767442,0.4318181818181818,0.6593360741531711
974,5,0.1909814323607427,0.09283819628647215,0.13793103448275862,0.15915119363395225,0.22015915119363394,0.1989389920424403,0.4025974025974026,0.38571428571428573,0.9058823529411765,0.2,0.6857142857142857,0.45,0.18604651162790697,0.6363636363636364,0.44057822825284293
975,1,0.19212962962962962,0.18055555555555555,0.18055555555555555,0.2013888888888889,0.07175925925925926,0.1736111111111111,0.8441558441558441,0.9,0.17647058823529413,0.875,0.8,0.7875,0.8255813953488372,0.3181818181818182,0.8998813603329834
978,1,0.20987654320987653,0.19012345679012346,0.1654320987654321,0.2,0.06666666666666667,0.16790123456790124,0.7402597402597403,0.6142857142857143,0.08235294117647059,0.775,0.8,0.625,0.8023255813953488,0.4772727272727273,0.9017629354384272
980,4,0.17061611374407584,0.12085308056872038,0.15402843601895735,0.15876777251184834,0.1943127962085308,0.2014218009478673,0.4675324675324675,0.44285714285714284,0.8588235294117647,0.4,0.7142857142857143,0.4125,0.32558139534883723,0.5227272727272727,0.4901673455296576
983,5,0.18387909319899245,0.12594458438287154,0.14609571788413098,0.1385390428211587,0.20151133501259447,0.2040302267002519,0.35064935064935066,0.37142857142857144,0.8235294117647058,0.475,0.7142857142857143,0.5125,0.4418604651162791,0.7045454545454546,0.45983794467383465
984,1,0.2111650485436893,0.18689320388349515,0.15776699029126215,0.19902912621359223,0.0703883495145631,0.17475728155339806,0.7272727272727273,0.6285714285714286,0.1411764705882353,0.8,0.8428571428571429,0.5375,0.8023255813953488,0.5,0.875274000695415
985,2,0.1643192488262911,0.1643192488262911,0.19483568075117372,0.19014084507042253,0.13615023474178403,0.15023474178403756,0.6753246753246753,0.6857142857142857,0.5294117647058824,0.825,0.5714285714285714,0.8375,0.6162790697674418,0.29545454545454547,0.7069504133418176
986,1,0.17349397590361446,0.19036144578313252,0.19759036144578312,0.1927710843373494,0.0891566265060241,0.1566265060240964,0.5844155844155844,0.17142857142857143,0.2235294117647059,0.7625,0.6714285714285714,0.775,0.7209302325581395,0.7045454545454546,0.8000258646058652
987,2,0.17647058823529413,0.167420814479638,0.17647058823529413,0.1832579185520362,0.11538461538461539,0.18099547511312217,0.7142857142857143,0.44285714285714284,0.4470588235294118,0.8,0.7142857142857143,0.8,0.7093023255813954,0.75,0.747581921212464
988,1,0.2023529411764706,0.1811764705882353,0.16705882352941176,0.18823529411764706,0.08235294117647059,0.17882352941176471,0.8701298701298701,0.7142857142857143,0.25882352941176473,0.75,0.8428571428571429,0.7,0.7906976744186046,0.5454545454545454,0.8744171789866306
989,4,0.17932489451476794,0.16666666666666666,0.16455696202531644,0.17088607594936708,0.15611814345991562,0.16244725738396623,0.8571428571428571,0.8285714285714286,0.7294117647058823,0.8375,0.8142857142857143,0.725,0.7790697674418605,0.3181818181818182,0.68531562344618
990,5,0.1867007672634271,0.13554987212276215,0.13043478260869565,0.13043478260869565,0.20971867007672634,0.2071611253196931,0.44155844155844154,0.24285714285714285,0.8352941176470589,0.3375,0.7142857142857143,0.35,0.43023255813953487,0.7045454545454546,0.47817158744148147
991,5,0.20385674931129477,0.07162534435261708,0.11294765840220386,0.15151515151515152,0.22038567493112948,0.2396694214876033,0.5974025974025974,0.5,0.8117647058823529,0.025,0.7285714285714285,0.125,0.11627906976744186,0.8181818181818182,0.5167872085637886
992,5,0.17525773195876287,0.13402061855670103,0.1211340206185567,0.14690721649484537,0.211340206185567,0.211340206185567,0.4935064935064935,0.34285714285714286,0.8705882352941177,0.15,0.5857142857142857,0.075,0.19767441860465115,0.7045454545454546,0.48101144550438607
995,4,0.20725388601036268,0.08549222797927461,0.13212435233160622,0.15025906735751296,0.20725388601036268,0.21761658031088082,0.5324675324675324,0.4714285714285714,0.8470588235294118,0.2875,0.7571428571428571,0.175,0.12790697674418605,0.5909090909090909,0.5008179306203256
996,5,0.11461318051575932,0.1346704871060172,0.17191977077363896,0.16045845272206305,0.22922636103151864,0.18911174785100288,0.35064935064935066,0.5285714285714286,0.8470588235294118,0.45,0.2714285714285714,0.45,0.45348837209302323,0.5454545454545454,0.4401378127932759
998,5,0.13720316622691292,0.14775725593667546,0.17150395778364116,0.13720316622691292,0.20580474934036938,0.20052770448548812,0.16883116883116883,0.22857142857142856,0.8,0.4375,0.37142857142857144,0.4875,0.5465116279069767,0.7727272727272727,0.4095815166220755
999,5,0.09063444108761329,0.14501510574018128,0.13293051359516617,0.13595166163141995,0.24773413897280966,0.24773413897280966,0.16883116883116883,0.08571428571428572,0.8588235294117647,0.45,0.04285714285714286,0.3875,0.45348837209302323,0.7727272727272727,0.35116840374301406
1000,5,0.16831683168316833,0.15099009900990099,0.15099009900990099,0.13613861386138615,0.19554455445544555,0.19801980198019803,0.12987012987012986,0.5857142857142857,0.8117647058823529,0.3875,0.5857142857142857,0.5125,0.5465116279069767,0.4318181818181818,0.4010612936937746
1002,5,0.125,0.1534090909090909,0.13920454545454544,0.11363636363636363,0.22727272727272727,0.24147727272727273,0.06493506493506493,0.22857142857142856,0.8117647058823529,0.2375,0.37142857142857144,0.2,0.43023255813953487,0.7272727272727273,0.3481975591972798
1003,3,0.12850467289719625,0.1705607476635514,0.17757009345794392,0.1705607476635514,0.17990654205607476,0.17289719626168223,0.5714285714285714,0.6714285714285714,0.7058823529411765,0.7625,0.4,0.725,0.6976744186046512,0.4090909090909091,0.5868129075421069
1005,1,0.2073170731707317,0.1951219512195122,0.14390243902439023,0.1975609756097561,0.07560975609756097,0.18048780487804877,0.922077922077922,0.6285714285714286,0.2,0.775,0.8285714285714286,0.5375,0.8604651162790697,0.36363636363636365,0.9121291471535019
1009,4,0.16985645933014354,0.12200956937799043,0.15311004784688995,0.15789473684210525,0.1937799043062201,0.20334928229665072,0.4675324675324675,0.44285714285714284,0.8470588235294118,0.4,0.7,0.4125,0.32558139534883723,0.5227272727272727,0.4935213024107675
1010,5,0.16666666666666666,0.1328125,0.14583333333333334,0.13802083333333334,0.21614583333333334,0.20052083333333334,0.38961038961038963,0.5714285714285714,0.8941176470588236,0.5125,0.5428571428571428,0.575,0.46511627906976744,0.5681818181818182,0.44218475708938426
1011,5,0.10933333333333334,0.13066666666666665,0.17866666666666667,0.15733333333333333,0.21333333333333335,0.21066666666666667,0.45454545454545453,0.4,0.8588235294117647,0.3,0.3,0.4,0.3372093023255814,0.6590909090909091,0.4716263264788388
1012,5,0.15634218289085547,0.11504424778761062,0.12979351032448377,0.1415929203539823,0.24778761061946902,0.20943952802359883,0.3116883116883117,0.4142857142857143,0.8941176470588236,0.125,0.4,0.3125,0.16279069767441862,0.5909090909090909,0.3960038770455581
1013,4,0.2076749435665914,0.11738148984198646,0.15349887133182843,0.17155756207674944,0.16930022573363432,0.18058690744920994,0.7402597402597403,0.6857142857142857,0.7647058823529411,0.675,0.9571428571428572,0.5,0.3488372093023256,0.4772727272727273,0.6248130779380794
1014,2,0.1606714628297362,0.16546762589928057,0.19904076738609114,0.19184652278177458,0.1366906474820144,0.14628297362110312,0.6753246753246753,0.6857142857142857,0.5294117647058824,0.8125,0.5428571428571428,0.8375,0.6162790697674418,0.29545454545454547,0.7078335657403557
1015,4,0.18064516129032257,0.15483870967741936,0.16774193548387098,0.17204301075268819,0.16129032258064516,0.16344086021505377,0.7402597402597403,0.6285714285714286,0.788235294117647,0.75,0.8,0.725,0.6744186046511628,0.45454545454545453,0.627777416696668
1017,4,0.17516629711751663,0.14634146341463414,0.1662971175166297,0.17738359201773837,0.164079822616408,0.17073170731707318,0.7142857142857143,0.4,0.7411764705882353,0.675,0.7428571428571429,0.575,0.5930232558139535,0.5454545454545454,0.6303044797334484
1018,3,0.16521739130434782,0.1673913043478261,0.1673913043478261,0.17391304347826086,0.15,0.17608695652173914,0.7272727272727273,0.6,0.611764705882353,0.775,0.7142857142857143,0.7625,0.7558139534883721,0.6136363636363636,0.6811238778386532
1019,5,0.18961038961038962,0.13766233766233765,0.12987012987012986,0.12987012987012986,0.2077922077922078,0.2051948051948052,0.42857142857142855,0.24285714285714285,0.8235294117647058,0.3375,0.7142857142857143,0.35,0.43023255813953487,0.7045454545454546,0.4795856861912313
1021,3,0.13378684807256236,0.16326530612244897,0.16780045351473924,0.16326530612244897,0.17006802721088435,0.2018140589569161,0.4675324675324675,0.37142857142857144,0.7411764705882353,0.8125,0.5142857142857142,0.7875,0.7325581395348837,0.7954545454545454,0.5411532155219653
1023,5,0.19672131147540983,0.08743169398907104,0.1366120218579235,0.1366120218579235,0.226775956284153,0.21584699453551912,0.4805194805194805,0.45714285714285713,0.8705882352941177,0.25,0.7,0.2875,0.13953488372093023,0.6363636363636364,0.4661334291940464
1026,1,0.14130434782608695,0.22554347826086957,0.18206521739130435,0.18478260869565216,0.06521739130434782,0.20108695652173914,0.42857142857142855,0.1,0.09411764705882353,0.8625,0.38571428571428573,0.625,0.8488372093023255,0.7727272727272727,0.7929462397568684
1027,5,0.09329446064139942,0.12244897959183673,0.16034985422740525,0.15451895043731778,0.23323615160349853,0.23615160349854228,0.18181818181818182,0.1,0.8,0.2125,0.07142857142857142,0.3875,0.3953488372093023,0.8181818181818182,0.38574125049100316
1028,1,0.19948849104859334,0.19948849104859334,0.15601023017902813,0.18925831202046037,0.04859335038363171,0.2071611253196931,0.6883116883116883,0.42857142857142855,0.023529411764705882,0.8375,0.7285714285714285,0.6375,0.813953488372093,0.6136363636363636,0.9029202601734236
1029,5,0.1958762886597938,0.09020618556701031,0.13917525773195877,0.16494845360824742,0.2036082474226804,0.20618556701030927,0.5324675324675324,0.5142857142857142,0.8352941176470589,0.2625,0.7285714285714285,0.225,0.16279069767441862,0.5681818181818182,0.510196266218042
1030,5,0.1464088397790055,0.08839779005524862,0.16022099447513813,0.17403314917127072,0.22099447513812154,0.20994475138121546,0.35064935064935066,0.1,0.8235294117647058,0.2375,0.38571428571428573,0.5375,0.1511627906976744,0.8181818181818182,0.4460318207250688
1031,1,0.19047619047619047,0.19298245614035087,0.16290726817042606,0.18045112781954886,0.08020050125313283,0.19298245614035087,0.5714285714285714,0.42857142857142855,0.23529411764705882,0.8375,0.7285714285714285,0.575,0.8255813953488372,0.6363636363636364,0.7867381951343665
1032,1,0.1710843373493976,0.19036144578313252,0.1493975903614458,0.163855421686747,0.12048192771084337,0.20481927710843373,0.4805194805194805,0.34285714285714286,0.38823529411764707,0.75,0.6571428571428571,0.6125,0.7906976744186046,0.7272727272727273,0.6833018068192153
1034,5,0.18085106382978725,0.1196808510638298,0.1196808510638298,0.14893617021276595,0.2154255319148936,0.2154255319148936,0.4805194805194805,0.34285714285714286,0.8588235294117647,0.1125,0.5857142857142857,0.075,0.16279069767441862,0.7045454545454546,0.4768652885037985
1035,2,0.1734475374732334,0.15845824411134904,0.16274089935760172,0.16916488222698073,0.15417558886509636,0.18201284796573874,0.7142857142857143,0.5285714285714286,0.7058823529411765,0.7625,0.7857142857142857,0.65,0.7325581395348837,0.6363636363636364,0.6437847258054923
1036,1,0.18705035971223022,0.18465227817745802,0.17026378896882494,0.19664268585131894,0.08633093525179857,0.1750599520383693,0.7272727272727273,0.5714285714285714,0.2,0.8125,0.7428571428571429,0.6625,0.7906976744186046,0.7272727272727273,0.8472773042056503
1038,4,0.1832579185520362,0.14479638009049775,0.16063348416289594,0.17194570135746606,0.17194570135746606,0.167420814479638,0.6883116883116883,0.6142857142857143,0.8117647058823529,0.7375,0.7714285714285715,0.6875,0.5930232558139535,0.5,0.5967793558646691
1039,2,0.17824074074074073,0.16666666666666666,0.17824074074074073,0.18518518518518517,0.11574074074074074,0.17592592592592593,0.7142857142857143,0.44285714285714284,0.4470588235294118,0.775,0.7142857142857143,0.7875,0.6976744186046512,0.75,0.7489223027612794
1040,2,0.2315270935960591,0.1625615763546798,0.1724137931034483,0.2019704433497537,0.06896551724137931,0.1625615763546798,0.8441558441558441,0.7714285714285715,0.12941176470588237,0.8,0.9571428571428572,0.625,0.6627906976744186,0.4090909090909091,0.9194753202774437
1042,5,0.18298969072164947,0.1134020618556701,0.16494845360824742,0.13917525773195877,0.2036082474226804,0.1958762886597938,0.6363636363636364,0.35714285714285715,0.8352941176470589,0.225,0.6142857142857143,0.4625,0.3488372093023256,0.75,0.5453278478663957
1043,3,0.17511520737327188,0.1382488479262673,0.16820276497695852,0.16820276497695852,0.17050691244239632,0.17972350230414746,0.6753246753246753,0.5142857142857142,0.7529411764705882,0.325,0.6428571428571429,0.7,0.5465116279069767,0.5227272727272727,0.607980144065509
