,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina
2314,Karsdorp,77,RB,,1.2K,2,4,H \ M,87,63,71,73,72,79,"184cm | 6'0""",2,445,-,26,80kg,83,66,71,74,74,89
2315,Sandro,77,ST,,700,3,4,H \ M,78,80,64,78,27,66,"175cm | 5'8""",2,393,-,26,71kg,62,82,79,72,51,65
2316,Pellegrini,77,CM,,800,2,3,M \ M,77,64,75,75,70,72,"186cm | 6'1""",1,433,-,25,77kg,62,67,81,67,82,72
2317,Fábio Coentrão,77,LB,,700,3,2,M \ M,76,65,73,76,76,67,"179cm | 5'10""",0,433,-,33,70kg,76,73,75,71,69,71
2318,Okore,77,CB,,700,2,3,M \ H,79,41,49,59,74,83,"183cm | 6'0""",0,385,-,29,80kg,81,57,61,90,56,70
2319,Depoitre,77,ST,,700,2,3,H \ H,65,74,62,64,37,86,"191cm | 6'3""",0,388,-,33,91kg,77,35,75,75,59,87
2320,Odjidja-Ofoe,77,CAM,,700,3,4,M \ M,69,71,78,72,69,80,"183cm | 6'0""",1,439,-,32,91kg,75,52,75,76,76,77
2321,Manquillo,77,RB,,700,2,3,H \ M,81,44,65,72,73,74,"180cm | 5'10""",1,409,-,27,72kg,68,64,73,68,66,89
2322,Vangioni,77,LB,,700,3,2,H \ M,88,64,70,73,71,73,"181cm | 5'11""",0,439,-,34,77kg,85,69,74,73,71,90
2323,N'Doye,77,CM,,700,2,2,H \ H,58,71,72,66,76,90,"192cm | 6'3""",0,433,-,35,90kg,83,43,75,80,70,91
2324,Lemina,77,CM,,750,3,3,M \ M,79,66,76,79,64,78,"183cm | 6'0""",0,442,-,28,83kg,78,79,81,55,77,79
2325,Dalbert,77,LB,,700,2,3,H \ M,90,63,70,79,72,73,"181cm | 5'11""",-1,447,-,28,70kg,77,68,80,58,68,81
2326,Iturbe,77,RW,,700,4,3,M \ M,92,70,67,84,25,54,"169cm | 5'6""",0,392,-,28,62kg,74,91,81,68,54,62
2327,Bovo,76,CB,,2.8K,2,3,M \ M,55,50,54,59,78,70,"181cm | 5'11""",0,366,-,38,79kg,73,55,65,69,65,55
2328,Janko,76,ST,,700,2,2,M \ M,51,79,53,63,35,78,"196cm | 6'5""",2,359,-,38,93kg,71,41,72,31,37,63
2329,Utaka,76,ST,,700,3,3,H \ L,84,74,62,74,34,79,"178cm | 5'10""",1,407,-,37,79kg,80,62,75,81,46,74
2330,Tettey,76,CDM,,700,3,3,M \ H,73,71,69,70,73,82,"180cm | 5'10""",0,438,-,35,68kg,86,74,70,73,72,87
2331,Onuoha,76,CB,,700,2,2,M \ M,76,36,58,62,76,79,"188cm | 6'2""",1,387,-,35,78kg,78,51,63,71,57,66
2332,Khune,76,GK,,700,1,5,M \ M,75,72,90,77,55,74,"181cm | 5'11""",0,443,-,34,81kg,38,48,32,81,75,25
2333,Bebé,76,LM,,700,3,4,M \ L,85,72,70,77,25,75,"190cm | 6'2""",1,404,-,31,83kg,55,53,78,64,64,76
2334,Balta,76,CB,,900,2,3,M \ M,51,67,71,66,77,73,"184cm | 6'0""",0,405,-,38,80kg,68,48,71,68,67,65
2335,Aguilar,76,RB,,700,2,3,H \ H,86,64,69,69,72,75,"180cm | 5'10""",1,435,-,35,67kg,75,67,71,82,70,90
2336,Elia,76,LW,,5.1K,4,3,M \ M,90,69,67,83,31,67,"179cm | 5'10""",4,407,-,34,77kg,66,81,79,68,61,74
2337,Sánchez,76,CDM,,700,2,3,H \ M,67,58,69,70,72,85,"182cm | 5'11""",0,421,-,35,82kg,82,53,74,75,75,84
2338,Deeney,76,ST,,700,3,3,H \ M,69,78,60,68,31,84,"183cm | 6'0""",0,390,-,33,90kg,80,70,74,72,49,75
2339,Biabiany,76,RW,,1K,3,3,H \ L,95,65,68,80,28,66,"177cm | 5'9""",4,402,-,33,73kg,55,80,78,64,54,76
2340,Hernández,76,ST,,700,3,3,M \ L,87,73,57,75,29,73,"185cm | 6'0""",3,394,-,31,73kg,59,68,75,74,47,71
2341,Aziz,76,CB,,750,2,3,M \ H,75,32,54,59,74,81,"183cm | 6'0""",1,375,-,31,79kg,82,64,62,87,64,74
2342,Salibur,76,RM,,700,4,4,H \ M,89,73,70,76,39,66,"177cm | 5'9""",0,413,-,30,76kg,46,75,74,76,63,72
2343,Fernandão,76,ST,,700,3,3,L \ L,55,76,51,65,29,80,"192cm | 6'3""",0,356,-,34,102kg,78,37,73,42,49,66
2344,Kabasele,76,CB,,700,2,3,L \ H,78,52,49,62,76,81,"187cm | 6'1""",5,398,-,30,84kg,77,64,64,81,57,82
2345,Antonio,76,RM,,1.3K,4,4,H \ H,87,73,67,79,52,80,"180cm | 5'10""",9,438,-,31,79kg,73,75,78,80,66,77
2346,Aquino,76,LM,,700,4,4,H \ M,92,64,70,79,34,51,"168cm | 5'6""",0,390,-,31,62kg,59,92,74,76,64,75
2347,Narsingh,76,RW,,5.6K,4,3,M \ L,93,64,67,77,24,58,"175cm | 5'8""",2,383,-,31,75kg,28,77,76,34,42,74
2348,Juan Villar,76,RW,,700,3,4,H \ M,91,72,66,76,31,66,"183cm | 6'0""",0,402,-,33,76kg,69,70,73,89,52,72
2349,Zeegelaar,76,LB,,700,3,3,H \ M,84,65,68,75,72,77,"186cm | 6'1""",0,441,-,31,82kg,70,53,76,66,59,83
2350,Wilson,76,ST,,700,3,3,H \ M,91,73,63,75,34,78,"180cm | 5'10""",10,414,-,29,66kg,73,79,75,66,60,77
2351,Ximo Navarro,76,CB,,1K,2,3,M \ M,81,47,66,66,76,77,"178cm | 5'10""",-2,413,-,31,71kg,80,72,68,83,61,87
2352,Adriano,76,ST,,800,4,3,M \ L,89,77,56,73,31,62,"170cm | 5'6""",4,388,-,34,64kg,49,85,73,74,49,75
2353,Muriel,76,ST,,1.1K,4,4,H \ L,89,74,64,84,23,62,"178cm | 5'10""",10,396,-,30,79kg,50,77,86,62,55,62
2354,Emenike,76,ST,,700,3,4,H \ L,83,74,61,75,26,80,"182cm | 5'11""",3,399,-,34,90kg,74,70,74,73,57,76
2355,Kondogbia,76,CM,,800,3,2,M \ M,72,60,71,76,73,81,"188cm | 6'2""",7,433,-,28,76kg,65,54,77,74,77,86
2356,Castillo,76,LM,,700,4,4,H \ L,93,71,64,82,44,63,"173cm | 5'8""",1,417,-,29,68kg,66,86,78,52,56,81
2357,Frei,76,LM,,1.3K,4,4,H \ M,90,69,70,83,34,56,"171cm | 5'7""",1,402,-,28,66kg,59,92,80,75,62,67
2358,Salvador Agra,76,RW,,1.5K,4,3,H \ L,92,71,67,80,35,61,"166cm | 5'5""",0,406,-,30,71kg,55,91,77,63,67,75
2359,Atsu,76,LW,,700,3,3,H \ M,91,67,70,80,36,50,"172cm | 5'7""",3,394,-,29,68kg,49,92,76,67,66,56
2360,Omeruo,76,CB,,2.1K,2,3,M \ M,76,32,47,60,76,79,"185cm | 6'0""",1,370,-,28,83kg,77,58,63,84,47,75
2361,Maxim,76,CAM,,700,5,4,M \ L,73,68,77,79,27,53,"177cm | 5'9""",2,377,-,31,73kg,48,79,78,52,74,64
2362,Tagliafico,76,LB,,700,3,2,H \ M,92,48,64,73,73,70,"171cm | 5'7""",2,420,-,29,67kg,73,82,73,84,68,79
2363,Hurtado,76,LM,,1K,3,4,H \ L,88,68,70,79,50,70,"171cm | 5'7""",0,425,-,34,65kg,60,83,75,75,68,80
2364,Anderson Talisca,76,CM,,700,3,4,M \ L,75,80,76,74,58,66,"188cm | 6'2""",0,429,-,27,72kg,65,60,75,38,77,76
2365,Peruzzi,76,RB,,800,2,3,H \ M,84,50,61,69,74,72,"178cm | 5'10""",0,410,-,29,74kg,74,70,68,74,66,83
2366,Widmer,76,RM,,700,2,3,H \ H,81,63,72,75,71,78,"183cm | 6'0""",2,440,-,28,81kg,68,64,76,82,70,86
2367,Capa,76,RB,,850,4,4,H \ M,87,63,67,77,68,79,"173cm | 5'8""",2,441,-,29,70kg,88,81,78,81,63,91
2368,Bastos,76,CB,,700,2,3,M \ M,75,37,50,58,78,72,"184cm | 6'0""",0,370,-,30,75kg,66,51,62,71,65,69
2369,Cerutti,76,RM,,700,4,4,H \ M,90,68,69,79,26,67,"179cm | 5'10""",0,399,-,29,75kg,73,74,75,74,65,76
2370,Valencia,76,ST,,1.4K,3,3,H \ M,85,76,66,74,43,70,"174cm | 5'8""",2,414,-,32,74kg,50,74,72,90,63,85
2371,Ndiaye,76,CAM,,2K,3,3,H \ M,86,74,74,77,57,76,"180cm | 5'10""",3,444,-,31,76kg,69,67,80,71,74,81
2372,Riedewald,76,CB,,5.4K,2,3,M \ M,75,51,66,70,76,73,"182cm | 5'11""",1,411,-,25,79kg,68,59,75,69,75,74
2373,Lozano,76,LW,,1K,4,4,H \ M,93,71,69,79,34,63,"174cm | 5'8""",2,409,-,26,63kg,42,76,75,75,68,80
2374,Embolo,76,RM,,750,4,4,H \ M,86,72,67,79,33,79,"185cm | 6'0""",15,416,-,24,84kg,63,73,82,73,70,81
2375,Nélson Semedo,76,RB,,1K,3,3,H \ M,89,53,63,76,69,67,"177cm | 5'9""",3,417,-,28,67kg,65,77,74,76,53,85
2376,Donnarumma,76,GK,,900,1,3,M \ M,78,72,72,84,46,70,"196cm | 6'5""",9,422,-,22,90kg,30,35,26,64,24,32
2377,Peñaranda,76,ST,,1.4K,3,3,H \ M,84,75,69,82,34,64,"183cm | 6'0""",0,408,-,24,78kg,62,62,83,61,56,64
2378,Rashford,76,ST,,1.2K,3,3,H \ L,90,73,66,79,31,65,"180cm | 5'10""",60,404,-,24,70kg,55,76,77,72,56,79
2379,Bovo,76,CB,,700,2,3,M \ M,55,50,54,59,78,70,"181cm | 5'11""",-1,366,-,38,79kg,73,55,65,69,65,55
2380,Narsingh,76,RW,,900,4,3,M \ L,93,64,67,77,24,58,"175cm | 5'8""",2,383,-,31,75kg,28,77,76,34,42,74
2381,Frei,76,LM,,700,4,4,H \ M,90,69,70,83,34,56,"171cm | 5'7""",2,402,-,28,66kg,59,92,80,75,62,67
2382,Bailey,76,LM,,700,4,4,H \ M,93,70,70,80,29,62,"181cm | 5'11""",3,404,-,24,70kg,58,78,76,56,62,73
2383,Peñaranda,76,ST,,700,3,3,H \ M,84,75,69,82,34,64,"183cm | 6'0""",0,408,-,24,78kg,62,62,83,61,56,64
2384,Iheanacho,76,ST,,950,3,3,H \ M,87,75,61,75,22,67,"187cm | 6'1""",3,387,-,25,77kg,56,70,75,58,58,65
2385,Markovic,76,RM,,700,4,3,M \ M,92,65,68,83,40,54,"175cm | 5'8""",1,402,-,27,66kg,39,82,82,48,63,68
2386,Pickford,76,GK,,1.4K,1,3,M \ M,74,76,85,78,48,73,"185cm | 6'0""",2,434,-,27,77kg,23,67,21,59,33,44
2387,Cassano,76,CF,,1.3K,3,4,M \ L,38,72,84,81,16,46,"175cm | 5'8""",1,337,-,39,80kg,29,73,88,34,80,34
2388,Lapadula,76,ST,,1K,2,3,H \ M,84,73,57,76,24,67,"178cm | 5'10""",1,381,-,31,69kg,34,78,78,85,35,85
2389,Laxalt,76,LM,,800,3,3,H \ H,84,62,72,77,48,69,"178cm | 5'10""",0,412,-,28,66kg,62,77,78,65,73,91
2390,Politano,76,RW,,700,3,2,H \ M,82,67,69,81,17,50,"171cm | 5'7""",0,366,-,28,65kg,60,86,79,43,56,69
2391,Diawara,76,CDM,,700,2,3,M \ H,76,50,72,77,68,77,"183cm | 6'0""",1,420,-,24,75kg,85,68,79,60,75,87
2392,Deaux,76,CDM,,700,2,2,M \ H,64,52,68,66,73,81,"188cm | 6'2""",0,404,-,32,80kg,75,62,70,66,77,86
2393,Malcom,76,RM,,700,4,4,M \ M,83,69,70,79,20,61,"171cm | 5'7""",3,382,-,24,71kg,53,84,75,61,66,74
2394,Reynet,76,GK,,700,1,3,M \ M,75,69,71,81,41,74,"185cm | 6'0""",0,411,-,31,85kg,36,24,21,62,32,34
2395,Jullien,76,CB,,800,2,3,M \ H,72,45,46,56,74,78,"196cm | 6'5""",3,371,-,28,88kg,71,52,71,86,49,73
2396,Siqueira,76,LB,,700,3,3,H \ M,72,62,71,74,73,73,"183cm | 6'0""",0,425,-,35,76kg,73,49,74,72,72,75
2397,Michel Macedo,76,RB,,700,2,3,H \ M,89,51,67,74,70,80,"176cm | 5'9""",1,431,-,31,70kg,76,79,74,93,68,90
2398,Raúl Navas,76,CB,,700,2,3,M \ M,54,45,53,43,78,72,"185cm | 6'0""",1,345,-,33,83kg,85,66,61,74,53,52
2399,Delaney,76,CM,,700,2,5,M \ H,73,69,73,73,73,81,"182cm | 5'11""",4,442,-,30,71kg,71,74,76,84,76,94
2400,Chandler,76,RB,,700,2,3,M \ M,79,60,69,68,74,80,"186cm | 6'1""",1,430,-,31,84kg,83,53,71,69,71,78
2401,Sabitzer,76,CAM,,700,3,4,H \ M,87,73,69,76,32,74,"177cm | 5'9""",0,411,-,27,74kg,66,80,76,84,59,82
2402,Omar Mascarell,76,CDM,,700,4,4,H \ M,68,62,69,76,71,75,"181cm | 5'11""",0,421,-,28,74kg,66,69,82,77,74,80
2403,Stark,76,CB,,700,2,3,M \ M,77,55,61,68,76,77,"190cm | 6'2""",1,414,-,26,81kg,79,68,71,55,68,82
2404,Philipp,76,CF,,1.9K,3,3,M \ M,83,72,69,78,31,63,"183cm | 6'0""",1,396,-,27,76kg,55,75,77,59,62,68
2405,Ortíz,76,CDM,,700,2,3,M \ H,69,57,66,73,74,76,"175cm | 5'8""",0,415,-,32,70kg,78,78,77,73,62,86
2406,Hoarau,76,ST,,700,3,2,M \ L,57,76,68,68,48,75,"192cm | 6'3""",0,392,-,37,80kg,63,35,73,62,58,65
2407,Diego Ângelo,76,CB,,700,2,2,M \ M,53,62,66,57,78,78,"192cm | 6'3""",0,394,-,35,84kg,78,33,63,36,66,57
2408,Cairney,76,CAM,,700,3,2,H \ M,72,70,76,75,60,66,"183cm | 6'0""",1,419,-,30,72kg,53,72,78,62,77,84
2409,Toornstra,76,RW,,700,3,3,H \ H,71,75,78,75,50,75,"177cm | 5'9""",0,424,-,32,77kg,69,73,78,72,70,90
2410,Tekin,76,GK,,700,1,1,M \ M,79,70,69,80,40,73,"187cm | 6'1""",0,411,-,32,78kg,26,38,23,58,17,22
2411,Carole,76,LB,,800,2,3,H \ M,83,39,68,74,74,78,"182cm | 5'11""",2,416,-,30,79kg,66,64,72,84,63,82
2412,Javi Espinosa,76,RM,,700,3,4,M \ M,74,65,77,79,58,58,"174cm | 5'8""",0,411,-,29,70kg,50,84,77,54,77,66
2413,Roger,76,ST,,700,2,3,H \ M,83,75,61,75,30,72,"179cm | 5'10""",1,396,-,30,74kg,56,72,77,78,49,80
2414,Britos,76,ST,,1.9K,3,3,H \ M,84,72,69,74,53,68,"169cm | 5'6""",2,420,-,33,63kg,50,84,74,95,73,83
2415,Gómez,76,CAM,,700,3,3,M \ M,77,69,73,76,37,64,"171cm | 5'7""",0,396,-,32,71kg,73,78,74,44,70,74
2416,Ricardo Horta,76,LM,,700,3,4,M \ M,77,71,70,81,29,54,"173cm | 5'8""",0,382,-,27,61kg,44,82,81,66,62,63
2417,Marega,76,ST,,700,2,3,H \ M,86,77,61,61,35,88,"183cm | 6'0""",5,408,-,30,80kg,86,58,59,70,55,89
2418,Kljestan,76,CAM,,700,3,4,M \ H,66,69,78,73,63,74,"185cm | 6'0""",0,423,-,36,68kg,70,63,74,76,73,84
2419,Palhinha,76,CDM,,700,2,4,M \ M,60,52,63,68,75,84,"190cm | 6'2""",0,402,-,26,82kg,80,52,73,80,71,80
2420,Haps,76,LB,,1K,3,3,H \ M,88,54,65,77,70,75,"175cm | 5'8""",2,429,-,28,66kg,75,77,72,67,56,91
2421,Utaka,76,ST,,700,3,3,H \ L,84,74,62,74,34,79,"178cm | 5'10""",0,407,-,37,79kg,80,62,75,81,46,74
2422,Gabriel,76,ST,,750,3,3,H \ H,82,76,68,79,29,61,"176cm | 5'9""",3,395,-,25,68kg,63,82,79,76,58,76
2423,José Luis,76,RB,,700,2,4,H \ M,92,54,63,71,70,60,"173cm | 5'8""",3,410,-,28,63kg,68,85,71,79,64,85
2424,Maxim,76,CAM,,700,5,4,M \ L,73,68,77,79,27,53,"177cm | 5'9""",0,377,-,31,73kg,48,79,78,52,74,64
2425,Hurtado,76,ST,,700,3,4,H \ L,88,68,70,79,50,70,"171cm | 5'7""",0,425,-,34,65kg,60,83,75,75,68,80
2426,Elia,76,LW,,700,4,3,M \ M,90,69,67,83,31,67,"179cm | 5'10""",0,407,-,34,77kg,66,81,79,68,61,74
2427,Ximo Navarro,76,CB,,700,2,3,M \ M,81,47,66,66,76,77,"178cm | 5'10""",2,413,-,31,71kg,80,72,68,83,61,87
2428,Juan Villar,76,RM,,700,3,4,H \ M,91,72,66,76,31,66,"183cm | 6'0""",0,402,-,33,76kg,69,70,73,89,52,72
2429,Salvador Agra,76,RW,,1.8K,4,3,H \ L,92,71,67,80,35,61,"166cm | 5'5""",0,406,-,30,71kg,55,91,77,63,67,75
2430,Philipp,76,CF,,750,3,3,M \ M,83,72,69,78,31,63,"183cm | 6'0""",4,396,-,27,76kg,55,75,77,59,62,68
2431,Pickford,76,GK,,700,1,3,M \ M,74,76,85,78,48,73,"185cm | 6'0""",0,434,-,27,77kg,23,67,21,59,33,44
2432,Emenike,76,ST,,700,3,4,H \ L,83,74,61,75,26,80,"182cm | 5'11""",1,399,-,34,90kg,74,70,74,73,57,76
2433,Lozano,76,LW,,700,4,4,H \ M,93,71,69,79,34,63,"174cm | 5'8""",3,409,-,26,63kg,42,76,75,75,68,80
2434,Cassano,76,CF,,3.9K,3,4,M \ L,38,72,84,81,16,46,"175cm | 5'8""",2,337,-,39,80kg,29,73,88,34,80,34
2435,Valencia,76,ST,,700,3,3,H \ M,85,76,66,74,43,70,"174cm | 5'8""",0,414,-,32,74kg,50,74,72,90,63,85
2436,Muriel,76,ST,,700,4,4,H \ L,89,74,64,84,23,62,"178cm | 5'10""",1,396,-,30,79kg,50,77,86,62,55,62
2437,Britos,76,ST,,700,3,3,H \ M,84,72,69,74,53,68,"169cm | 5'6""",-1,420,-,33,63kg,50,84,74,95,73,83
2438,Riedewald,76,CB,,700,2,3,M \ M,75,51,66,70,76,73,"182cm | 5'11""",0,411,-,25,79kg,68,59,75,69,75,74
2439,Frei,76,LM,,700,4,4,H \ M,90,69,70,83,34,56,"171cm | 5'7""",0,402,-,28,66kg,59,92,80,75,62,67
2440,Lapadula,76,ST,,700,2,3,H \ M,84,73,57,76,24,67,"178cm | 5'10""",0,381,-,31,69kg,34,78,78,85,35,85
2441,Haps,76,LB,,1.2K,3,3,H \ M,88,54,65,77,70,75,"175cm | 5'8""",2,429,-,28,66kg,75,77,72,67,56,91
2442,Ndiaye,76,CAM,,2K,3,3,H \ M,86,74,74,77,57,76,180,1,0,-,31,76kg,69,67,80,71,74,81
2443,Iheanacho,76,ST,,700,3,3,H \ M,87,75,61,75,22,67,187,4,0,-,25,77kg,56,70,75,58,58,65
2444,Javi Espinosa,76,CAM,,700,3,4,M \ M,74,65,77,79,58,58,"174cm | 5'8""",0,411,-,29,70kg,50,84,77,54,77,66
2445,Kishna,75,LW,,3.1K,5,3,M \ L,85,66,68,82,29,62,"183cm | 6'0""",3,392,-,26,77kg,43,57,85,48,61,68
2446,Werner,75,ST,,1.5K,3,4,M \ M,90,70,64,78,24,62,"180cm | 5'10""",10,388,-,25,75kg,60,77,77,77,55,67
2447,Masuaku,75,LB,,900,2,2,H \ M,84,70,70,77,71,73,"179cm | 5'10""",16,445,-,28,70kg,65,74,76,69,68,75
2448,Yanbaev,75,RB,,1.7K,3,3,H \ M,87,59,68,67,72,67,"177cm | 5'9""",0,420,-,37,74kg,69,73,68,70,71,80
2449,McGeady,75,RM,,1K,5,3,H \ L,78,68,70,82,42,64,"177cm | 5'9""",2,404,-,35,71kg,77,75,79,57,69,67
2450,Asare,75,CB,,650,3,4,H \ H,79,59,73,76,76,71,"174cm | 5'8""",0,434,-,35,65kg,76,83,77,87,73,82
2451,Esiti,75,CDM,,650,2,3,M \ H,51,48,59,62,74,89,"189cm | 6'2""",0,383,-,27,85kg,91,41,66,75,64,85
2452,Donsah,75,CM,,650,2,2,M \ M,82,66,75,78,63,78,"175cm | 5'8""",1,442,-,25,70kg,74,86,78,78,76,88
2453,Karsdorp,75,RB,,5.3K,2,4,H \ M,87,63,70,71,70,79,"184cm | 6'0""",0,440,-,26,80kg,83,65,70,74,73,89
2454,Almirón,75,CM,,700,3,3,H \ M,89,68,74,76,57,60,"177cm | 5'9""",0,424,-,27,61kg,55,82,75,70,70,71
2455,Armero,75,LB,,800,2,2,H \ M,87,67,71,76,69,74,"174cm | 5'8""",3,444,-,35,73kg,70,80,74,76,71,88
2456,van Aanholt,75,LB,,1K,3,2,H \ M,88,62,67,74,71,73,"175cm | 5'8""",10,435,-,31,67kg,73,78,72,86,74,85
2457,Kiko Olivas,75,CB,,650,2,3,M \ M,47,52,53,56,75,85,"189cm | 6'2""",1,368,-,33,79kg,68,50,68,55,56,91
2458,Sinclair,75,LW,,750,4,2,H \ M,87,71,66,78,33,60,"173cm | 5'8""",2,395,-,32,63kg,45,80,76,64,49,78
2459,Elustondo,75,CB,,1.5K,2,3,M \ M,57,64,73,66,73,77,"184cm | 6'0""",0,410,-,34,79kg,89,62,71,82,80,69
2460,Gray,75,ST,,750,3,3,H \ M,91,74,60,70,23,75,"180cm | 5'10""",10,393,-,30,78kg,61,76,69,70,51,79
2461,Verdi,75,CAM,,650,4,5,H \ M,84,61,72,81,28,53,"171cm | 5'7""",1,379,-,29,61kg,44,92,80,54,67,69
2462,Gamboa,75,RB,,800,2,3,H \ M,88,54,66,72,70,73,"175cm | 5'8""",0,423,-,32,67kg,80,82,73,83,66,84
2463,Mbodj,75,CB,,700,2,3,M \ M,74,55,54,61,72,84,"192cm | 6'3""",1,400,-,32,85kg,78,42,67,80,61,81
2464,Najar,75,RB,,650,4,4,H \ M,82,66,70,78,69,70,"171cm | 5'7""",1,435,-,28,69kg,67,86,76,79,67,87
2465,Michel Macedo,75,RB,,1.6K,2,3,H \ M,89,46,62,71,69,77,"176cm | 5'9""",2,414,-,31,70kg,74,76,71,90,63,87
2466,Brosinski,75,RB,,700,3,3,H \ M,86,58,69,73,70,70,"178cm | 5'10""",5,426,-,33,70kg,71,76,71,76,66,83
2467,Gonzalez,75,CB,,650,2,3,M \ H,63,36,50,44,75,83,"196cm | 6'5""",0,351,-,33,85kg,70,32,54,85,64,76
2468,Nakoulma,75,LM,,4.2K,4,3,H \ L,91,70,62,76,41,73,"176cm | 5'9""",-1,413,-,34,70kg,60,75,75,85,58,80
2469,Zukanovic,75,CB,,10K,2,3,L \ H,66,49,64,55,76,76,"189cm | 6'2""",2,386,-,34,85kg,70,46,63,54,66,69
2470,Hansen,75,CB,,650,2,3,M \ M,75,43,66,60,75,75,"184cm | 6'0""",1,394,-,32,74kg,72,70,69,80,73,73
2471,Badu,75,CM,,1K,3,3,H \ H,82,67,71,77,72,74,"173cm | 5'8""",-2,443,-,31,71kg,72,82,75,90,72,88
2472,Fabra,75,LB,,650,3,3,H \ L,88,52,58,75,70,80,"172cm | 5'7""",0,423,-,30,72kg,72,71,72,82,51,90
2473,Quiñones,75,LM,,1K,3,4,H \ M,91,70,66,76,23,65,"177cm | 5'9""",1,391,-,30,68kg,59,70,75,56,66,77
2474,Casco,75,LB,,650,2,4,H \ M,85,62,65,72,70,72,"170cm | 5'6""",1,426,-,33,69kg,78,84,72,82,65,89
2475,Diaby,75,ST,,650,2,3,H \ M,91,74,65,72,46,63,"173cm | 5'8""",2,411,-,30,70kg,51,81,66,84,63,78
2476,Wellington Nem,75,CAM,,650,3,3,H \ M,88,67,70,76,36,58,"165cm | 5'4""",0,395,-,29,69kg,36,86,77,55,65,70
2477,Ibarbo,75,RW,,1.7K,3,3,H \ M,92,71,66,77,37,78,"188cm | 6'2""",-1,421,-,31,80kg,66,54,79,77,51,79
2478,Barrow,75,RW,,2K,3,2,H \ M,89,67,65,80,38,60,"176cm | 5'9""",0,399,-,29,63kg,50,86,74,50,62,70
2479,Traoré,75,ST,,950,4,3,M \ L,85,75,72,79,32,71,"180cm | 5'10""",0,414,-,26,72kg,69,74,83,68,69,73
2480,Kolašinac,75,LB,,10K,2,2,M \ H,80,47,58,63,75,85,"183cm | 6'0""",8,408,-,28,85kg,91,55,68,76,48,79
2481,Lawal,75,CDM,,650,2,4,H \ M,76,70,72,74,67,85,"185cm | 6'0""",0,444,-,31,80kg,79,55,76,80,74,90
2482,Lodi,75,CDM,,900,3,3,M \ M,55,65,84,73,65,66,"183cm | 6'0""",1,408,-,37,70kg,68,66,80,34,86,68
2483,Heller,75,RM,,900,3,2,H \ M,93,70,63,77,28,65,"175cm | 5'8""",3,396,-,35,70kg,58,80,73,68,49,83
2484,Nababkin,75,LB,,650,2,4,M \ H,84,57,65,62,74,76,"184cm | 6'0""",0,418,-,35,77kg,78,67,66,73,69,81
2485,Traoré,75,ST,,8.1K,3,3,H \ L,73,74,52,67,34,78,"203cm | 6'7""",1,378,-,31,87kg,55,31,71,54,34,73
2486,Lawal,75,CDM,,2K,2,4,H \ M,76,70,72,74,67,85,"185cm | 6'0""",1,444,-,31,80kg,79,55,76,80,74,90
2487,Ibarbo,75,RW,,4.9K,3,3,H \ M,92,71,66,77,37,78,"188cm | 6'2""",1,421,-,31,80kg,66,54,79,77,51,79
2488,Nakoulma,75,LM,,700,4,3,H \ L,91,70,62,76,41,73,"176cm | 5'9""",1,413,-,34,70kg,60,75,75,85,58,80
2489,Barrow,75,RW,,950,3,2,H \ M,89,67,65,80,38,60,"176cm | 5'9""",0,399,-,29,63kg,50,86,74,50,62,70
2490,Traoré,75,ST,,650,3,3,H \ L,73,74,52,67,34,78,"203cm | 6'7""",0,378,-,31,87kg,55,31,71,54,34,73
2491,van Aanholt,75,LB,,850,3,2,H \ M,88,62,67,74,71,73,"175cm | 5'8""",3,435,-,31,67kg,73,78,72,86,74,85
2492,Kishna,75,LW,,750,5,3,M \ L,85,66,68,82,29,62,"183cm | 6'0""",2,392,-,26,77kg,43,57,85,48,61,68
2493,Simpson,75,RB,,750,2,3,M \ M,74,38,61,66,76,76,"177cm | 5'9""",-1,391,-,34,77kg,78,82,63,79,57,80
2494,Oriol Romeu,75,CDM,,700,2,3,M \ H,60,38,64,61,74,81,"183cm | 6'0""",0,378,-,30,83kg,77,59,71,68,69,76
2495,Fischer,75,LW,,4.9K,3,4,H \ L,79,72,71,78,35,66,"181cm | 5'11""",0,401,-,27,81kg,59,68,81,56,71,71
2496,Højbjerg,75,CM,,750,3,4,M \ M,68,62,73,77,68,77,"185cm | 6'0""",2,425,-,26,84kg,79,77,79,64,74,79
2497,Arter,75,CM,,700,3,5,H \ H,69,72,72,73,63,78,"178cm | 5'10""",-2,427,-,31,70kg,85,77,74,70,73,77
2498,Randolph,75,GK,,1K,1,3,M \ M,78,71,74,79,41,71,"185cm | 6'0""",1,414,-,34,80kg,29,43,33,58,34,31
2499,Phillips,75,RM,,650,3,4,M \ M,89,70,70,75,35,71,"183cm | 6'0""",0,410,-,30,75kg,56,71,74,52,66,73
2500,Defrel,75,ST,,1.1K,3,3,H \ M,87,74,66,80,25,55,"179cm | 5'10""",0,387,-,30,77kg,49,72,81,48,60,66
2501,Rigoni,75,CM,,650,2,3,M \ H,69,67,72,70,71,74,"185cm | 6'0""",0,423,-,37,76kg,76,58,76,72,76,78
